Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Rehabilitation or Exclusion? A Criminological Perspective on Policies towards ‘Rogue States’,Deviance in International Relations,,,,10.1057/9781137357274_8,Wolfgang Wagner,2014,https://link.springer.com/chapter/10.1057/9781137357274_8,Chapter
The Challenge of Utilizing World Cup Venues,Managing the Football World Cup,,,,10.1057/9781137373687_6,Holger PreussHarry Arne SolbergJens Alm,2014,https://link.springer.com/chapter/10.1057/9781137373687_6,Chapter
"The Nature of Manias, Bubbles, and Crashes","Bubbles, Booms, and Busts",,,,10.1007/978-1-4939-1092-2_1,Donald Rapp,2015,https://link.springer.com/chapter/10.1007/978-1-4939-1092-2_1,Chapter
"Complexity, Patterns, and Creativity",A Critique of Creativity and Complexity,,,,10.1007/978-94-6209-773-5_12,Jeffrey W. Bloom,2014,https://link.springer.com/chapter/10.1007/978-94-6209-773-5_12,Chapter
In the Shadow of Nuremberg: Unlearned Lessons from the Medical Trial,Human Subjects Research after the Holocaust,,,,10.1007/978-3-319-05702-6_14,Tom L. Beauchamp,2014,https://link.springer.com/chapter/10.1007/978-3-319-05702-6_14,Chapter
Impediments to Security Sector Reform in Thailand,Security Sector Reform in Southeast Asia,,,,10.1057/9781137365491_4,Deniz KocakJohannes Kode,2014,https://link.springer.com/chapter/10.1057/9781137365491_4,Chapter
Dismantling Colonial Myths: Centralising Māori Language in Education,"Early Childhood Education in Aotearoa New Zealand: History, Pedagogy, and Liberation",,,,10.1057/9781137375797_2,Mere Skerrett,2014,https://link.springer.com/chapter/10.1057/9781137375797_2,Chapter
"Destabilizing Narratives of the “Triumph of the White Man over the Tropics”: Scientific Knowledge and the Management of Race in Queensland, 1900–1940","Climate, Science, and Colonization",,,,10.1057/9781137333933_12,Meg Parsons,2014,https://link.springer.com/chapter/10.1057/9781137333933_12,Chapter
Towards the Discipline of Social Media Intelligence,Open Source Intelligence in the Twenty-First Century,,,,10.1057/9781137353320_3,David OmandCarl MillerJamie Bartlett,2014,https://link.springer.com/chapter/10.1057/9781137353320_3,Chapter
Queer Activism and the Idea of “Practicing Europe”,LGBT Activism and the Making of Europe,,,,10.1057/9781137391766_7,Konstantinos Eleftheriadis,2014,https://link.springer.com/chapter/10.1057/9781137391766_7,Chapter
Plagiarism Perspective,False Feathers,,,,10.1007/978-3-642-39961-9_5,Debora Weber-Wulff,2014,https://link.springer.com/chapter/10.1007/978-3-642-39961-9_5,Chapter
First Acts of Small Violence: Reflections on Breastfeeding and Enemas in West Africa,"Childhood, Youth and Violence in Global Contexts",,,,10.1057/9781137322609_6,Alma Gottlieb,2014,https://link.springer.com/chapter/10.1057/9781137322609_6,Chapter
Introduction: The Crossroads of Creativity and Ethics,The Ethics of Creativity,,,,10.1057/9781137333544_1,Seana Moran,2014,https://link.springer.com/chapter/10.1057/9781137333544_1,Chapter
Waiting for the Rule of Law in Brazil: A Meta-legal Analysis of the Insufficient Realization of the Rule of Law in Brazil,The Legal Doctrines of the Rule of Law and the Legal State (Rechtsstaat),,,,10.1007/978-3-319-05585-5_20,Augusto Zimmermann,2014,https://link.springer.com/chapter/10.1007/978-3-319-05585-5_20,Chapter
13 Sub-Saharan Migrants’ Masculinities: An Intersectional Analysis of Media Representations during the Libyan War 2011,"Migration, Gender and Social Justice",,,,10.1007/978-3-642-28012-2_13,Maria DeVargasStefania Donzelli,2014,https://link.springer.com/chapter/10.1007/978-3-642-28012-2_13,Chapter
The Little Transgender Mermaid: A Shape-Shifting Tale,Seriality and Texts for Young People,,,,10.1057/9781137356000_14,Nat Hurley,2014,https://link.springer.com/chapter/10.1057/9781137356000_14,Chapter
Strategy,Soft City Culture and Technology,,,,10.1007/978-1-4614-7251-3_3,Carl Skelton,2014,https://link.springer.com/chapter/10.1007/978-1-4614-7251-3_3,Chapter
Religious Organizations in Post-Communist Central and Southeastern Europe: An Introduction,Religion and Politics in Post-Socialist Central and Southeastern Europe,,,,10.1057/9781137330727_1,Sabrina P. Ramet,2014,https://link.springer.com/chapter/10.1057/9781137330727_1,Chapter
Chronology: June 2011–May 2012,Yearbook on Space Policy 2011/2012,,,,10.1007/978-3-7091-1649-4_10,Cenan Al-EkabiBlandina Baranes,2014,https://link.springer.com/chapter/10.1007/978-3-7091-1649-4_10,Chapter
Russian Fascism in Harbin and Manchuria,Entangled Histories,,,,10.1007/978-3-319-02048-8_9,Heinz-Dietrich Löwe,2014,https://link.springer.com/chapter/10.1007/978-3-319-02048-8_9,Chapter
Ein Planspiel zur Vorlesung Projektmanagement für Physiker,"Automation, Communication and Cybernetics in Science and Engineering 2011/2012",,,,10.1007/978-3-642-33389-7_23,Alexander an HaackPhilipp WoltersEckart HauckSabina Jeschke,2013,https://link.springer.com/chapter/10.1007/978-3-642-33389-7_23,Chapter
Retired to Greener Pastures: The Public Costs of Private Judging,"Justice, Conflict and Wellbeing",,,,10.1007/978-1-4939-0623-9_11,Maureen A. Weston,2014,https://link.springer.com/chapter/10.1007/978-1-4939-0623-9_11,Chapter
General Combustion Engine Models,Engine Modeling and Control,,,,10.1007/978-3-642-39934-3_4,Rolf Isermann,2014,https://link.springer.com/chapter/10.1007/978-3-642-39934-3_4,Chapter
"Poverty, Endangered Languages, and Creoles: Two Case Studies from Southern Africa and the Greater Caribbean","Education, Creativity, and Economic Empowerment in Africa",,,,10.1057/9781137438508_7,Ann Albuyeh,2014,https://link.springer.com/chapter/10.1057/9781137438508_7,Chapter
Social Unrest in China,China and the EU in Context,,,,10.1057/9781137351869_6,Lynette H. OngChristian Göbel,2014,https://link.springer.com/chapter/10.1057/9781137351869_6,Chapter
Grasping the Social Impact of Global Social Policy: How Neo-liberal Policies Have Influenced Social Action in Morocco,Transformations in Global and Regional Social Policies,,,,10.1057/9781137287311_9,Shana Cohen,2014,https://link.springer.com/chapter/10.1057/9781137287311_9,Chapter
Using Template Overrides,Advanced Joomla!,,,,10.1007/978-1-4302-1629-2_4,Dan Rahmel,2013,https://link.springer.com/chapter/10.1007/978-1-4302-1629-2_4,Chapter
Joomla and Web Services,Advanced Joomla!,,,,10.1007/978-1-4302-1629-2_6,Dan Rahmel,2013,https://link.springer.com/chapter/10.1007/978-1-4302-1629-2_6,Chapter
Arms Transfers and the Human Rights Agenda,The Uses and Misuses of Human Rights,,,,10.1057/9781137408341_6,Susan Waltz,2014,https://link.springer.com/chapter/10.1057/9781137408341_6,Chapter
Platforms and Tools,Expert PHP and MySQL,,,,10.1007/978-1-4302-6008-0_3,Marc Rochkind,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6008-0_3,Chapter
Aboriginal-Specific Health Initiatives and Accessible Health Care in Canada; Are Goodwill Initiatives Enough,The Right to Health,,,,10.1007/978-94-6265-014-5_10,Rhonda Ferguson,2014,https://link.springer.com/chapter/10.1007/978-94-6265-014-5_10,Chapter
"Inequality, Normative Violence, and Livable Life: Judith Butler and Peruvian Reality",Peru in Theory,,,,10.1057/9781137455260_10,Jelke Boesten,2014,https://link.springer.com/chapter/10.1057/9781137455260_10,Chapter
"Recent History, Perspectives and Challenges to Pension Policy: The Brazilian Case",Reforming Pensions in Developing and Transition Countries,,,,10.1057/9781137396112_5,Marcelo Abi-Ramia Caetano,2014,https://link.springer.com/chapter/10.1057/9781137396112_5,Chapter
Handling Live Data with D3,Beginning JavaScript Charts,,,,10.1007/978-1-4302-6290-9_26,Fabio Nelli,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6290-9_26,Chapter
Advanced Features,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4302-6032-5_4,Matt Zandstra,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6032-5_4,Chapter
A LAMP of Your Own,Learn Raspberry Pi with Linux,,,,10.1007/978-1-4302-4822-4_8,Peter MembreyDavid Hows,2013,https://link.springer.com/chapter/10.1007/978-1-4302-4822-4_8,Chapter
Visualizing Spatial Data from Access Logs,Pro Data Visualization using R and JavaScript,,,,10.1007/978-1-4302-5807-0_5,Tom Barker,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5807-0_5,Chapter
An Introduction to PEAR and Pyrus,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4302-6032-5_15,Matt Zandstra,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6032-5_15,Chapter
Security Oracle Based on Tree Kernel Methods,"Trustworthy Eternal Systems via Evolving Software, Data and Knowledge",,,,10.1007/978-3-642-45260-4_3,Andrea AvanciniMariano Ceccato,2013,https://link.springer.com/chapter/10.1007/978-3-642-45260-4_3,Conference paper
Display Membership Tables for the Administrator,Practical PHP and MySQL Web Site Databases,,,,10.1007/978-1-4302-6077-6_4,Adrian W. West,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6077-6_4,Chapter
Register Addresses and Phone Numbers,Practical PHP and MySQL Web Site Databases,,,,10.1007/978-1-4302-6077-6_5,Adrian W. West,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6077-6_5,Chapter
Login/Logout for Members and an Administrator,Practical PHP and MySQL Web Site Databases,,,,10.1007/978-1-4302-6077-6_3,Adrian W. West,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6077-6_3,Chapter
Leadership for Democracy and Peace: W. E. B. Du Bois’s Legacy as a Pan-African Intellectual,Leadership in Colonial Africa,,,,10.1057/9781137478092_8,Phillip Luke Sinitiere,2014,https://link.springer.com/chapter/10.1057/9781137478092_8,Chapter
Application Structure,Expert PHP and MySQL,,,,10.1007/978-1-4302-6008-0_5,Marc Rochkind,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6008-0_5,Chapter
Data Conversion,Expert PHP and MySQL,,,,10.1007/978-1-4302-6008-0_8,Marc Rochkind,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6008-0_8,Chapter
Migrating to a Host and Backing Up Your Web Site Database,Practical PHP and MySQL Web Site Databases,,,,10.1007/978-1-4302-6077-6_7,Adrian W. West,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6077-6_7,Chapter
Creating a Message Board,Practical PHP and MySQL Web Site Databases,,,,10.1007/978-1-4302-6077-6_10,Adrian W. West,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6077-6_10,Chapter
Movements and Ideologies,The Palgrave Encyclopedia of Imperialism and Anti-Imperialism,,,,10.1057/9780230392786_5,Immanuel NessZak Cope,2016,https://link.springer.com/chapter/10.1057/9780230392786_5,Chapter
Creating a Theme,WordPress for Web Developers,,,,10.1007/978-1-4302-5867-4_12,Stephanie Leary,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5867-4_12,Chapter
E-Commerce: A Brief Introduction,Practical PHP and MySQL Web Site Databases,,,,10.1007/978-1-4302-6077-6_11,Adrian W. West,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6077-6_11,Chapter
Adding Multiple Tables and Other Enhancements,Practical PHP and MySQL Web Site Databases,,,,10.1007/978-1-4302-6077-6_9,Adrian W. West,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6077-6_9,Chapter
Building the Back End: Part 1,Realtime Web Apps,,,,10.1007/978-1-4302-4621-3_8,Jason LengstorfPhil Leggetter,2013,https://link.springer.com/chapter/10.1007/978-1-4302-4621-3_8,Chapter
The Database,Expert PHP and MySQL,,,,10.1007/978-1-4302-6008-0_4,Marc Rochkind,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6008-0_4,Chapter
Religion and Democracy in Serbia since 1989: The Case of the Serbian Orthodox Church,Religion and Politics in Post-Socialist Central and Southeastern Europe,,,,10.1057/9781137330727_8,Radmila RadićMilan Vukomanović,2014,https://link.springer.com/chapter/10.1057/9781137330727_8,Chapter
Constructing a Dynamic Template,Advanced Joomla!,,,,10.1007/978-1-4302-1629-2_3,Dan Rahmel,2013,https://link.springer.com/chapter/10.1007/978-1-4302-1629-2_3,Chapter
Generating Objects,"PHP Objects, Patterns, and Practice",,,,10.1007/978-1-4302-6032-5_9,Matt Zandstra,2013,https://link.springer.com/chapter/10.1007/978-1-4302-6032-5_9,Chapter
The Metaphysics of Judgement-Making: Contingency,Phronesis and Quiddity in Management,,,,10.1057/9781137472335_3,Kimio KaseCésar González-CantónIkujiro Nonaka,2014,https://link.springer.com/chapter/10.1057/9781137472335_3,Chapter
Plugin Development,Pro WordPress Theme Development,,,,10.1007/978-1-4302-5915-2_13,Adam Onishi,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5915-2_13,Chapter
United Kingdom,Women Screenwriters,,,,10.1057/9781137312372_43,Lavinia BrydonMarcella ForsterChristine GledhillStella HockenhullSusan LiddyNathalie MorrisJill NelmesJamie SherryPaul Wells,2015,https://link.springer.com/chapter/10.1057/9781137312372_43,Chapter
Using JavaScript and Ajax to Dynamically Load Page Elements,Advanced Joomla!,,,,10.1007/978-1-4302-1629-2_5,Dan Rahmel,2013,https://link.springer.com/chapter/10.1007/978-1-4302-1629-2_5,Chapter
Russia’s Population until 2025,Russia 2025,,,,10.1057/9781137336910_5,Mikhail Denisenko,2013,https://link.springer.com/chapter/10.1057/9781137336910_5,Chapter
Coping with Globalisation: A Quarter Century of Efforts,Soulful Corporations,,,,10.1007/978-81-322-1275-1_4,Shashank ShahV. E. Ramamoorthy,2014,https://link.springer.com/chapter/10.1007/978-81-322-1275-1_4,Chapter
Leadership in Malaysia,Leading Successfully in Asia,,,,10.1007/978-3-642-31287-8_9,Patrick Kim Cheng Low,2013,https://link.springer.com/chapter/10.1007/978-3-642-31287-8_9,Chapter
Chapter IV. Selected Countries,Protection of Traditional Cultural Expressions in Latin America,,,,10.1007/978-3-662-46770-1_4,Anna Friederike Busch,2015,https://link.springer.com/chapter/10.1007/978-3-662-46770-1_4,Chapter
"A Management approach for interdisciplinary Research networks in a knowledge-based Society - Case study of the cluster of Excellence """"Integrative Production technology for high-wage countries","Automation, Communication and Cybernetics in Science and Engineering 2011/2012",,,,10.1007/978-3-642-33389-7_30,Claudia JooßFlorian WelterAnja RichertSabina JeschkeChristian Brecher,2013,https://link.springer.com/chapter/10.1007/978-3-642-33389-7_30,Chapter
Leadership and Ethics,Leading Successfully in Asia,,,,10.1007/978-3-642-31287-8_3,Patrick Kim Cheng Low,2013,https://link.springer.com/chapter/10.1007/978-3-642-31287-8_3,Chapter
Salander in Cyberspace,Stieg Larsson’s Millennium Trilogy,,,,10.1057/9780230390447_4,Sarah Casey Benyahia,2013,https://link.springer.com/chapter/10.1057/9780230390447_4,Chapter
Exploiting Learner Models Using Data Mining for E-Learning: A Rule Based Approach,Intelligent and Adaptive Educational-Learning Systems,,,,10.1007/978-3-642-30171-1_4,Marianne HolzhüterDirk Frosch-WilkeUlrike Klein,2013,https://link.springer.com/chapter/10.1007/978-3-642-30171-1_4,Chapter
Optimization,The Definitive Guide to MongoDB,,,,10.1007/978-1-4302-5822-3_10,David HowsPeter MembreyEelco PluggeTim Hawkins,2013,https://link.springer.com/chapter/10.1007/978-1-4302-5822-3_10,Chapter
An Overview of the Indian Education System: From Its Religious Roots to Its Present Incarnation,Innovation in Business Education in Emerging Markets,,,,10.1057/9781137292964_5,Jitender Gill,2013,https://link.springer.com/chapter/10.1057/9781137292964_5,Chapter
Service Design Studio for SaaS,Efficiency and Logistics,,,,10.1007/978-3-642-32838-1_24,Sebastian SteinbussStephan FlakeMartin LeyChristian SchmuellingJuergen Tacken,2013,https://link.springer.com/chapter/10.1007/978-3-642-32838-1_24,Chapter
Dipl-Ing Rest in Peace? The Implementation of the Bologna Process in Germany’s Engineering Education,"Automation, Communication and Cybernetics in Science and Engineering 2011/2012",,,,10.1007/978-3-642-33389-7_34,Katharina SchusterFrank HeesSabina Jeschke,2013,https://link.springer.com/chapter/10.1007/978-3-642-33389-7_34,Chapter
"‘Nuclear Power? No, Thank You!’: Germany’s Energy Revolution Post-Fukushima",Environmental Sustainability in Transatlantic Perspective,,,,10.1057/9781137334480_7,Manuela Achilles,2013,https://link.springer.com/chapter/10.1057/9781137334480_7,Chapter
Franco-German co-operation: productive tension,Schuman Report on Europe,,,,10.1007/978-2-8178-0451-4_3,Henrik Uterwedde,2013,https://link.springer.com/chapter/10.1007/978-2-8178-0451-4_3,Chapter
